연번,상호명,활동장소,건물명,대표번호,취급부류
909,(유)전라수산,가락시장,가락몰 판매동 수산부류 1층 117-1호,02-448-6159,수산부류
910,(유)장성수산,가락시장,가락몰 판매동 수산부류 1층 118-1호,02-406-9004,패류
911,(유)장성수산,가락시장,가락몰 판매동 수산부류 1층 119-1호,02-406-9004,패류
912,(유)가락몰형제상회,가락시장,가락몰 판매동 수산부류 1층 120-1호,02-6978-1765,수산부류
913,영흥수산,가락시장,가락몰 판매동 수산부류 1층 121-1호,02-408-4340,수산부류
914,영흥수산,가락시장,가락몰 판매동 수산부류 1층 122-1호,02-408-4340,수산부류
915,(유)흥부수산,가락시장,가락몰 판매동 수산부류 1층 123-1호,02-408-8005,패류
916,평화상회,가락시장,가락몰 판매동 수산부류 1층 124-1호,02-406-8775,수산부류
917,(유)명가수산,가락시장,가락몰 판매동 수산부류 1층 125-1호,02-407-5442,수산부류
918,(유)명가수산,가락시장,가락몰 판매동 수산부류 1층 126-1호,02-407-5442,수산부류
919,(유)일월수산1,가락시장,가락몰 판매동 수산부류 1층 127-1호,02-404-2566,수산부류
920,(유)유유신물산,가락시장,가락몰 판매동 수산부류 1층 128-1호,02-408-3807,수산부류
921,(유)즐거운수산,가락시장,가락몰 판매동 수산부류 1층 129-1호,02-403-4250,수산부류
922,(유)대림수산,가락시장,가락몰 판매동 수산부류 1층 130-1호,02-403-4305,수산부류
923,(유)신영수산,가락시장,가락몰 판매동 수산부류 1층 131-1호,02-409-6823,선어류
924,(유)봉주르수산,가락시장,가락몰 판매동 수산부류 1층 132-1호,02-404-3384,수산부류
925,(유)영재수산,가락시장,가락몰 판매동 수산부류 1층 133-1호,02-402-9371,수산부류
926,(유)위푸드코리아,가락시장,가락몰 판매동 수산부류 1층 134-1호,02-449-5097,수산부류
927,(유)성화수산,가락시장,가락몰 판매동 수산부류 1층 135-1호,02-407-7934,패류
928,(유)대우수산,가락시장,가락몰 판매동 수산부류 1층 136-1호,02-403-8477,수산부류
929,(유)장군수산,가락시장,가락몰 판매동 수산부류 1층 137-1호,02-404-2586,수산부류
930,(유)남원씨푸드,가락시장,가락몰 판매동 수산부류 1층 138-1호,,수산부류
931,(유)하늘지에스,가락시장,가락몰 판매동 수산부류 1층 139-1호,02-408-1743,수산부류
932,(유)마레인팔도수산,가락시장,가락몰 판매동 수산부류 1층 140-1호,02-403-8450,수산부류
933,(유)나주상회,가락시장,가락몰 판매동 수산부류 1층 141-1호,02-400-0671,젓갈류
934,(유)인천상회,가락시장,가락몰 판매동 수산부류 1층 142-1호,02-402-9789,젓갈류
935,(유)승진식품,가락시장,가락몰 판매동 수산부류 1층 143-1호,02-402-6572,채소류
936,(유)신흥식품,가락시장,가락몰 판매동 수산부류 1층 144-1호,,젓갈류
937,(유)평화토속맛식품,가락시장,가락몰 판매동 수산부류 1층 145-1호,02-402-9722,젓갈류
938,(주)남일상회,가락시장,가락몰 판매동 수산부류 1층 146-1호,02-400-6068,젓갈류
939,(유)충남식품,가락시장,가락몰 판매동 수산부류 1층 147-1호,02-402-7496,젓갈류
940,남도상회,가락시장,가락몰 판매동 수산부류 1층 148-1호,,채소류
941,(유)아라식품,가락시장,가락몰 판매동 수산부류 1층 149-1호,,젓갈류
942,(유)신안상회,가락시장,가락몰 판매동 수산부류 1층 150-1호,02-422-0691,젓갈류
943,(주)송파식품,가락시장,가락몰 판매동 수산부류 1층 151-1호,02-406-1110,청과부류
944,유한회사 광천수산,가락시장,가락몰 판매동 수산부류 1층 152-1호,02-407-2977,젓갈류
945,마포상회,가락시장,가락몰 판매동 수산부류 1층 153-1호,02-407-5567,청과부류
946,(유)두정수산,가락시장,가락몰 판매동 수산부류 1층 154-1호,02-407-2115,패류
947,(유)두정수산,가락시장,가락몰 판매동 수산부류 1층 155-1호,02-407-2115,패류
948,(유)대성수산,가락시장,가락몰 판매동 수산부류 1층 156-1호,,수산부류
949,(유)우정돌산,가락시장,가락몰 판매동 수산부류 1층 157-1호,02-6476-7151,수산부류
950,(유)우정돌산,가락시장,가락몰 판매동 수산부류 1층 158-1호,02-6476-7151,수산부류
951,(유)번영수산,가락시장,가락몰 판매동 수산부류 1층 159-1호,02-408-8248,수산부류
952,(유)청인수산,가락시장,가락몰 판매동 수산부류 1층 160-1호,02-400-1156,수산부류
953,(유)우정돌산,가락시장,가락몰 판매동 수산부류 1층 161-1호,02-6476-7151,수산부류
954,(유)솔아구,가락시장,가락몰 판매동 수산부류 1층 162-1호,02-408-0697,수산부류
955,(유)솔아구,가락시장,가락몰 판매동 수산부류 1층 163-1호,02-408-0697,수산부류
956,(유)문정수산,가락시장,가락몰 판매동 수산부류 1층 164-1호,02-400-9433,수산부류
957,(유)문정수산,가락시장,가락몰 판매동 수산부류 1층 165-1호,02-400-9433,수산부류
958,덕화네꽃게,가락시장,가락몰 판매동 수산부류 1층 166-1호,02-407-1491,수산부류
959,(유)싱싱해수산,가락시장,가락몰 판매동 수산부류 1층 167-1호,02-407-3533,수산부류
960,(유)싱싱해수산,가락시장,가락몰 판매동 수산부류 1층 168-1호,02-407-3533,수산부류
961,(유)싱싱해수산2,가락시장,가락몰 판매동 수산부류 1층 169-1호,02-407-4032,수산부류
962,(유)관수수산,가락시장,가락몰 판매동 수산부류 1층 170-1호,02-403-6278,수산부류
963,(유)관수수산,가락시장,가락몰 판매동 수산부류 1층 171-1호,02-403-6278,수산부류
964,(유)고래수산,가락시장,가락몰 판매동 수산부류 1층 172-1호,02-403-8886,수산부류
965,(유)고래수산,가락시장,가락몰 판매동 수산부류 1층 173-1호,02-403-8886,수산부류
966,(유)놀부수산,가락시장,가락몰 판매동 수산부류 1층 174-1호,02-408-8372,수산부류
967,(유)놀부수산,가락시장,가락몰 판매동 수산부류 1층 175-1호,02-408-8372,수산부류
968,(유)놀부수산,가락시장,가락몰 판매동 수산부류 1층 176-1호,02-408-8372,수산부류
969,(유)훈일수산,가락시장,가락몰 판매동 수산부류 1층 177-1호,02-449-2005,수산부류
970,(유)훈일수산,가락시장,가락몰 판매동 수산부류 1층 178-1호,02-449-2005,수산부류
971,(유)향기수산,가락시장,가락몰 판매동 수산부류 1층 179-1호,02-402-8360,식품잡화
972,(유)은하수산,가락시장,가락몰 판매동 수산부류 1층 180-1호,02-407-3133,수산부류
973,(유)은하수산,가락시장,가락몰 판매동 수산부류 1층 181-1호,02-407-3133,수산부류
974,(유)영화수산,가락시장,가락몰 판매동 수산부류 1층 182-1호,02-407-7424,수산부류
975,(유)영화수산,가락시장,가락몰 판매동 수산부류 1층 183-1호,02-407-7424,수산부류
976,부안수산,가락시장,가락몰 판매동 수산부류 1층 184-1호,02-3401-2340,수산부류
977,월드수산,가락시장,가락몰 판매동 수산부류 1층 185-1호,02-409-9878,수산부류
978,(유)해림바다,가락시장,가락몰 판매동 수산부류 1층 186-1호,02-402-9891,수산부류
979,(유)바다향기,가락시장,가락몰 판매동 수산부류 1층 187-1호,02-448-6191,수산부류
980,(유)종부해물,가락시장,가락몰 판매동 수산부류 1층 188-1호,,수산부류
981,(유)신해드림,가락시장,가락몰 판매동 건해부류 1층 001-1호,02-407-4229,건어류
982,(유)무인건해,가락시장,가락몰 판매동 건해부류 1층 002-1호,02-403-6706,건어류
983,(유)경기건해,가락시장,가락몰 판매동 건해부류 1층 003-1호,02-404-0337,건어류
984,(유)대진건해,가락시장,가락몰 판매동 건해부류 1층 004-1호,02-403-3336,건어류
985,(유)성광건해,가락시장,가락몰 판매동 건해부류 1층 005-1호,02-400-6016,건어류
986,(유)대박상사,가락시장,가락몰 판매동 건해부류 1층 006-1호,02-403-4980,건어류
987,(유)남창그린유통,가락시장,가락몰 판매동 건해부류 1층 007-1호,02-407-4188,건어류
988,(유)혜민에프앤비,가락시장,가락몰 판매동 건해부류 1층 008-1호,02-407-6944,건어류
989,(유)영민상회,가락시장,가락몰 판매동 건해부류 1층 009-1호,02-407-4623,건어류
990,(유)영민상회,가락시장,가락몰 판매동 건해부류 1층 010-1호,02-407-4623,건어류
991,(유)영민상회,가락시장,가락몰 판매동 건해부류 1층 011-1호,02-407-4623,건어류
992,(유)승은상회,가락시장,가락몰 판매동 건해부류 1층 012-1호,02-430-0935,건어류
993,(유)쓰리현,가락시장,가락몰 판매동 건해부류 1층 013-1호,02-409-4077,건어류
994,(유)신용건해,가락시장,가락몰 판매동 건해부류 1층 014-1호,02-400-6615,건어류
995,(유)아광성상회,가락시장,가락몰 판매동 건해부류 1층 015-1호,02-400-8231,건어류
996,(유)혜민유통,가락시장,가락몰 판매동 건해부류 1층 016-1호,02-402-5874,수산부류
997,(유)다도해건해,가락시장,가락몰 판매동 건해부류 1층 017-1호,02-407-6670,건어류
998,(유)양성푸드,가락시장,가락몰 판매동 건해부류 1층 018-1호,02-430-0977,건어류
999,(유)혜선건해,가락시장,가락몰 판매동 건해부류 1층 019-1호,02-402-8150,건어류
"1,000",(유)성진상회,가락시장,가락몰 판매동 건해부류 1층 020-1호,02-407-8202,건어류
"1,001",(유)성진상회,가락시장,가락몰 판매동 건해부류 1층 021-1호,02-407-8202,건어류
"1,002",(유)강유건해,가락시장,가락몰 판매동 건해부류 1층 022-1호,02-407-0801,건어류
"1,003",훈진상회,가락시장,가락몰 판매동 건해부류 1층 023-1호,02-406-4888,건어류
"1,004",(유)햇살가득건해,가락시장,가락몰 판매동 건해부류 1층 024-1호,02-404-4949,건어류
"1,005",가락유통,가락시장,가락몰 판매동 건해부류 1층 025-1호,02-407-9094,건어류
"1,006",가락유통,가락시장,가락몰 판매동 건해부류 1층 026-1호,02-407-9094,건어류
"1,007",(유)햇살가득건해,가락시장,가락몰 판매동 건해부류 1층 027-1호,02-404-4949,건어류
"1,008",(유)북일건해산물,가락시장,가락몰 판매동 건해부류 1층 028-1호,02-402-7582,건어류
"1,009",(유)태경굴비,가락시장,가락몰 판매동 건해부류 1층 029-1호,02-407-8841,건어류
"1,010",(유)은하네식품,가락시장,가락몰 판매동 건해부류 1층 030-1호,02-406-5010,건어류
"1,011",(유)호돌이상회,가락시장,가락몰 판매동 건해부류 1층 031-1호,02-407-0666,건어류
"1,012",(유)만나건해,가락시장,가락몰 판매동 건해부류 1층 032-1호,02-431-0867,건어류
"1,013",(유)만나건해,가락시장,가락몰 판매동 건해부류 1층 033-1호,02-431-0867,건어류
"1,014",(유)상필건해,가락시장,가락몰 판매동 건해부류 1층 034-1호,02-403-6902,수산부류
"1,015",(유)고흥건해,가락시장,가락몰 판매동 건해부류 1층 035-1호,02-407-7093,건어류
"1,016",(유)고흥건해,가락시장,가락몰 판매동 건해부류 1층 036-1호,02-407-7093,건어류
"1,017",(유)예닮건해,가락시장,가락몰 판매동 건해부류 1층 037-1호,02-402-3356,건어류
"1,018",(유)예닮건해,가락시장,가락몰 판매동 건해부류 1층 038-1호,02-402-3356,건어류
"1,019",영창상회,가락시장,가락몰 판매동 건해부류 1층 039-1호,02-407-4948,건어류
"1,020",(유)인제건해,가락시장,가락몰 판매동 건해부류 1층 040-1호,02-6978-2004,건어류
"1,021",(유)해성건해산물,가락시장,가락몰 판매동 건해부류 1층 041-1호,02-407-0852,건어류
"1,022",(유)해성건해산물,가락시장,가락몰 판매동 건해부류 1층 042-1호,02-407-0852,건어류
"1,023",신현상회,가락시장,가락몰 판매동 건해부류 1층 043-1호,02-403-0790,건어류
"1,024",우창상회,가락시장,가락몰 판매동 건해부류 1층 044-1호,02-403-3595,건어류
"1,025",(주)신진상사,가락시장,가락몰 판매동 건해부류 1층 045-1호,02-407-3886,건어류
"1,026",(주)신진상사,가락시장,가락몰 판매동 건해부류 1층 046-1호,02-407-3886,건어류
"1,027",(주)신진상사,가락시장,가락몰 판매동 건해부류 1층 047-1호,02-407-3886,건어류
"1,028",(유)주용건해,가락시장,가락몰 판매동 건해부류 1층 048-1호,02-408-3133,건어류
"1,029",갈릴리상회,가락시장,가락몰 판매동 건해부류 1층 049-1호,02-407-4625,건어류
"1,030",(유)동철상회,가락시장,가락몰 판매동 건해부류 1층 050-1호,02-407-4364,건어류
"1,031",서울건해산물직판상인조합,가락시장,가락몰 판매동 건해부류 1층 051-1호,02-407-5784,기타
"1,032",서울건해산물직판상인조합,가락시장,가락몰 판매동 건해부류 1층 052-1호,02-407-5784,기타
"1,033",한도상회,가락시장,가락몰 판매동 건해부류 1층 053-1호,02-406-5063,건어류
"1,034",갈릴리상회,가락시장,가락몰 판매동 건해부류 1층 054-1호,02-407-4625,건어류
"1,035",(유)영화건해,가락시장,가락몰 판매동 건해부류 1층 055-1호,02-408-6791,건어류
"1,036",(유)영화건해,가락시장,가락몰 판매동 건해부류 1층 056-1호,02-408-6791,건어류
"1,037",(유)김판남상회,가락시장,가락몰 판매동 건해부류 1층 057-1호,02-407-3890,건어류
"1,038",(유)오복상회,가락시장,가락몰 판매동 건해부류 1층 058-1호,,건어류
"1,039",(유)오복상회,가락시장,가락몰 판매동 건해부류 1층 059-1호,,건어류
"1,040",(유)상아건해,가락시장,가락몰 판매동 건해부류 1층 060-1호,02-409-0293,건어류
"1,041",(유)영진건해,가락시장,가락몰 판매동 건해부류 1층 061-1호,02-408-3859,건어류
"1,042",(유)오징어군땅콩양,가락시장,가락몰 판매동 건해부류 1층 062-1호,,건어류
"1,043",(유)오징어군땅콩양,가락시장,가락몰 판매동 건해부류 1층 063-1호,,건어류
"1,044",(유)금호영광굴비,가락시장,가락몰 판매동 건해부류 1층 064-1호,02-407-7224,건어류
"1,045",(유)대일굴비,가락시장,가락몰 판매동 건해부류 1층 065-1호,02-3435-1119,건어류
"1,046",(유)대일굴비,가락시장,가락몰 판매동 건해부류 1층 066-1호,02-3435-1119,건어류
"1,047",(유)대일굴비,가락시장,가락몰 판매동 건해부류 1층 067-1호,02-3435-1119,건어류
"1,048",원광상회,가락시장,가락몰 판매동 건해부류 1층 068-1호,02-407-4703,건어류
"1,049",(유)여주건해,가락시장,가락몰 판매동 건해부류 1층 069-1호,02-407-8886,건어류
"1,050",(유)여주건해,가락시장,가락몰 판매동 건해부류 1층 070-1호,02-407-8886,건어류
"1,051",(유)가락금호상회,가락시장,가락몰 판매동 건해부류 1층 071-1호,02-401-4259,건어류
"1,052",(유)흥진건해,가락시장,가락몰 판매동 건해부류 1층 072-1호,02-449-6393,건어기타
"1,053",(유)채윤유통,가락시장,가락몰 판매동 건해부류 1층 073-1호,02-407-2139,건어류
"1,054",(유)풍아건해,가락시장,가락몰 판매동 건해부류 1층 074-1호,02-408-8709,건어류
"1,055",(유)풍아건해,가락시장,가락몰 판매동 건해부류 1층 075-1호,02-408-8709,건어류
"1,056",성심상회,가락시장,가락몰 판매동 건해부류 1층 077-1호,02-430-1061,건어류
"1,057",(유)만나건해,가락시장,가락몰 판매동 건해부류 1층 078-1호,02-431-0867,건어류
"1,058",(주)신진상사,가락시장,가락몰 판매동 건해부류 1층 079-1호,02-407-3886,건어류
"1,059",(유)선봉유통,가락시장,가락몰 판매동 건해부류 1층 080-1호,02-443-1397,건어류
"1,060",(유)일신건해,가락시장,가락몰 판매동 건해부류 1층 081-1호,02-407-2921,건어류
"1,061",(유)심해건어물판매,가락시장,가락몰 판매동 건해부류 1층 082-1호,02-408-8585,건어류
"1,062",장보유통,가락시장,가락몰 판매동 건해부류 1층 083-1호,02-408-8585,건어류
"1,063",기쁨상회,가락시장,가락몰 판매동 건해부류 1층 084-1호,02-443-0933,건어류
"1,064",(주)신진상사,가락시장,가락몰 판매동 건해부류 1층 085-1호,02-407-3886,건어류
"1,065",(유)신덕신건해,가락시장,가락몰 판매동 건해부류 1층 086-1호,02-402-8965,건어류
"1,066",(유)신덕신건해,가락시장,가락몰 판매동 건해부류 1층 087-1호,02-402-8965,건어류
"1,067",미나유통,가락시장,가락몰 판매동 건해부류 1층 088-1호,02-408-2647,건어류
"1,068",우성상회,가락시장,가락몰 판매동 건해부류 1층 089-1호,02-401-3862,건어류
"1,069",우성상회,가락시장,가락몰 판매동 건해부류 1층 090-1호,02-401-3862,건어류
"1,070",(유)덕재건해,가락시장,가락몰 판매동 건해부류 1층 091-1호,02-407-5909,건어류
"1,071",(유)덕재건해,가락시장,가락몰 판매동 건해부류 1층 092-1호,02-407-5909,건어류
"1,072",(유)일호축산,가락시장,가락몰 판매동 축산부류 1층 001-1호,02-409-1812,축산부류
"1,073",삼진축산(주),가락시장,가락몰 판매동 축산부류 1층 002-1호,02-407-2677,축산부류
"1,074",(유)해남축산,가락시장,가락몰 판매동 축산부류 1층 003-1호,02-409-2674,축산부류
"1,075",삼진축산(주),가락시장,가락몰 판매동 축산부류 1층 004-1호,02-407-2677,축산부류
"1,076",(유)거목축산,가락시장,가락몰 판매동 축산부류 1층 005-1호,02-409-2672,축산부류
"1,077",(유)신창축산,가락시장,가락몰 판매동 축산부류 1층 006-1호,02-409-2815,축산부류
"1,078",(유)신창축산,가락시장,가락몰 판매동 축산부류 1층 007-1호,02-409-2815,축산부류
"1,079",(유)영광축산,가락시장,가락몰 판매동 축산부류 1층 008-1호,02-409-1019,축산부류
"1,080",다복축산,가락시장,가락몰 판매동 축산부류 1층 009-1호,02-408-9953,축산부류
"1,081",삼육축산,가락시장,가락몰 판매동 축산부류 1층 010-1호,02-409-2673,축산부류
"1,082",만물축산,가락시장,가락몰 판매동 축산부류 1층 011-1호,02-407-2671,축산부류
"1,083",만물축산,가락시장,가락몰 판매동 축산부류 1층 012-1호,02-407-2671,축산부류
"1,084",(유)영광축산,가락시장,가락몰 판매동 축산부류 1층 013-1호,02-409-1019,축산부류
"1,085",(유)옥철유통,가락시장,가락몰 판매동 축산부류 1층 014-1호,02-408-6389,축산부류
"1,086",(유)남성유통,가락시장,가락몰 판매동 축산부류 1층 015-1호,02-404-3029,축산부류
"1,087",태안축산,가락시장,가락몰 판매동 축산부류 1층 016-1호,02-407-2676,축산부류
"1,088",(유)돼지상사,가락시장,가락몰 판매동 축산부류 1층 017-1호,02-409-1017,축산부류
"1,089",(유)진성축산,가락시장,가락몰 판매동 축산부류 1층 018-1호,02-409-1452,축산부류
"1,090",경북축산,가락시장,가락몰 판매동 축산부류 1층 019-1호,02-408-9334,축산부류
"1,091",동일상사,가락시장,가락몰 판매동 축산부류 1층 020-1호,02-408-0034,축산부류
"1,092",(유)구미상사축산,가락시장,가락몰 판매동 축산부류 1층 021-1호,02-409-1679,축산부류
"1,093",가락식품,가락시장,가락몰 판매동 축산부류 1층 022-1호,02-403-1453,축산부류
"1,094",(유)올레마당,가락시장,가락몰 판매동 축산부류 1층 023-1호,02-408-0031,축산부류
"1,095",(유)다농축산,가락시장,가락몰 판매동 축산부류 1층 024-1호,02-430-6091,축산부류
"1,096",(유)혁이유통,가락시장,가락몰 판매동 축산부류 1층 025-1호,02-403-7552,축산부류
"1,097",대창축산,가락시장,가락몰 판매동 축산부류 1층 026-1호,02-408-0033,축산부류
"1,098",대창축산,가락시장,가락몰 판매동 축산부류 1층 027-1호,02-408-0033,축산부류
"1,099",(유)원주축산,가락시장,가락몰 판매동 축산부류 1층 028-1호,02-3012-5400,축산부류
"1,100",(유)알토만물29,가락시장,가락몰 판매동 축산부류 1층 029-1호,02-409-1454,축산부류
"1,101",(유)양지축산,가락시장,가락몰 판매동 축산부류 1층 030-1호,02-407-9776,축산부류
"1,102",은희축산,가락시장,가락몰 판매동 축산부류 1층 031-1호,02-409-2819,축산부류
"1,103",은희축산,가락시장,가락몰 판매동 축산부류 1층 032-1호,02-409-2819,축산부류
"1,104",(유)보원정육점,가락시장,가락몰 판매동 축산부류 1층 033-1호,02-409-1325,축산부류
"1,105",성심축산,가락시장,가락몰 판매동 축산부류 1층 034-1호,02-402-8081,축산부류
"1,106",상연유통,가락시장,가락몰 판매동 축산부류 1층 035-1호,02-404-4965,축산부류
"1,107",(유)돼지상사,가락시장,가락몰 판매동 축산부류 1층 036-1호,02-409-1017,축산부류
"1,108",(유)돼지상사,가락시장,가락몰 판매동 축산부류 1층 037-1호,02-409-1017,축산부류
"1,109",(유)돈우,가락시장,가락몰 판매동 축산부류 1층 038-1호,02-6978-2096,축산부류
"1,110",(유)신광성축산,가락시장,가락몰 판매동 축산부류 1층 039-1호,02-402-7575,축산부류
"1,111",대도축산,가락시장,가락몰 판매동 축산부류 1층 040-1호,02-409-1451,축산부류
"1,112",성우식품,가락시장,가락몰 판매동 축산부류 1층 041-1호,02-408-2543,축산부류
"1,113",(유)신광성축산,가락시장,가락몰 판매동 축산부류 1층 042-1호,02-402-7575,축산부류
"1,114",(유)해룡축산,가락시장,가락몰 판매동 축산부류 1층 043-1호,02-407-2673,축산부류
"1,115",(유)태경축산,가락시장,가락몰 판매동 축산부류 1층 044-1호,02-6978-2738,축산부류
"1,116",성신유통,가락시장,가락몰 판매동 축산부류 1층 045-1호,02-408-2547,축산부류
"1,117",동양축산,가락시장,가락몰 판매동 축산부류 1층 046-1호,02-403-1458,축산부류
"1,118",동양축산,가락시장,가락몰 판매동 축산부류 1층 047-1호,02-403-1458,축산부류
"1,119",(유)한일축산,가락시장,가락몰 판매동 축산부류 1층 048-1호,02-402-7576,축산부류
"1,120",현대축산,가락시장,가락몰 판매동 축산부류 1층 049-1호,02-6978-2549,축산부류
"1,121",(유)대우축산,가락시장,가락몰 판매동 축산부류 1층 050-1호,02-407-7831,축산부류
"1,122",(유)대명축산,가락시장,가락몰 판매동 축산부류 1층 051-1호,02-409-1675,축산부류
"1,123",(유)제일조은상회,가락시장,가락몰 판매동 축산부류 1층 052-1호,02-407-0986,축산부류
"1,124",(유)형제축산,가락시장,가락몰 판매동 축산부류 1층 053-1호,02-409-1546,축산부류
"1,125",가정축산,가락시장,가락몰 판매동 축산부류 1층 054-1호,02-408-1540,축산부류
"1,126",강동축산,가락시장,가락몰 판매동 축산부류 1층 055-1호,02-408-6404,축산부류
"1,127",친절식품,가락시장,가락몰 판매동 축산부류 1층 056-1호,02-400-2763,축산부류
"1,128",(유)워낭축산,가락시장,가락몰 판매동 축산부류 1층 057-1호,02-408-1230,축산부류
"1,129",(유)팔도축산,가락시장,가락몰 판매동 축산부류 1층 058-1호,,축산부류
"1,130",경기축산,가락시장,가락몰 판매동 축산부류 1층 059-1호,02-408-0032,축산부류
"1,131",호남축산,가락시장,가락몰 판매동 축산부류 1층 060-1호,02-407-2679,축산부류
"1,132",(유)보광축산,가락시장,가락몰 판매동 축산부류 1층 061-1호,02-408-3997,축산부류
"1,133",롯데9한우(유),가락시장,가락몰 판매동 축산부류 1층 062-1호,,축산부류
"1,134",대흥축산,가락시장,가락몰 판매동 축산부류 1층 063-1호,02-409-1549,축산부류
"1,135",김포식품,가락시장,가락몰 판매동 축산부류 1층 064-1호,02-409-1452,축산부류
"1,136",(유)신승유통,가락시장,가락몰 판매동 축산부류 1층 065-1호,02-409-2811,축산부류
"1,137",정육백화점,가락시장,가락몰 판매동 축산부류 1층 066-1호,02-409-2761,축산부류
"1,138",한강축산,가락시장,가락몰 판매동 축산부류 1층 067-1호,02-404-5861,축산부류
"1,139",삼호축산,가락시장,가락몰 판매동 축산부류 1층 068-1호,,축산부류
"1,140",필축산,가락시장,가락몰 판매동 축산부류 1층 069-1호,02-408-1457,축산부류
"1,141",(유)원삼축산,가락시장,가락몰 판매동 축산부류 1층 070-1호,02-408-3997,축산부류
"1,142",밀알유통,가락시장,가락몰 판매동 축산부류 1층 071-1호,02-409-1541,축산부류
"1,143",진미식품,가락시장,가락몰 판매동 축산부류 1층 072-1호,02-409-1455,축산부류
"1,144",(유)유일축산,가락시장,가락몰 판매동 축산부류 1층 073-1호,02-409-2762,축산부류
"1,145",한우풍축산(유),가락시장,가락몰 판매동 축산부류 1층 074-1호,02-409-1816,축산부류
"1,146",(유)원미트,가락시장,가락몰 판매동 축산부류 1층 075-1호,02-407-0985,축산부류
"1,147",성환축산,가락시장,가락몰 판매동 축산부류 1층 076-1호,02-409-1676,축산부류
"1,148",진도축산,가락시장,가락몰 판매동 축산부류 1층 077-1호,02-408-2545,축산부류
"1,149",(주)삼호글로벌미트,가락시장,가락몰 판매동 축산부류 1층 078-1호,02-409-1811,축산부류
"1,150",(유)푸줏간,가락시장,가락몰 판매동 축산부류 1층 079-1호,02-6978-1112,축산부류
"1,151",(주)정군축산,가락시장,가락몰 판매동 축산부류 1층 080-1호,02-431-8078,축산부류
"1,152",똘이상회,가락시장,가락몰 판매동 축산부류 1층 081-1호,02-407-2912,축산부류
"1,153",대지상회,가락시장,가락몰 판매동 축산부류 1층 082-1호,02-407-0868,축산부류
"1,154",(주)나주닭유통,가락시장,가락몰 판매동 축산부류 1층 083-1호,02-407-2472,축산부류
"1,155",(유)동서닭상회,가락시장,가락몰 판매동 축산부류 1층 084-1호,02-407-0702,축산부류
"1,156",(유)신현대축산,가락시장,가락몰 판매동 축산부류 지하2층 001-1호,02-409-2677,축산부류
"1,157",송파축산,가락시장,가락몰 판매동 축산부류 지하2층 002-1호,02-449-9611,축산부류
"1,158",(유)이루세축산물,가락시장,가락몰 판매동 축산부류 지하2층 003-1호,02-409-2814,축산부류
"1,159",오색축산,가락시장,가락몰 판매동 축산부류 지하2층 004-1호,02-402-8082,축산부류
"1,160",삼보식품,가락시장,가락몰 판매동 축산부류 지하2층 005-1호,02-407-2336,축산부류
"1,161",(유)강희축산,가락시장,가락몰 판매동 축산부류 지하2층 006-1호,02-409-2812,축산부류
"1,162",혜성상회,가락시장,가락몰 판매동 축산부류 지하2층 007-1호,02-409-1677,축산부류
"1,163",혜성상회,가락시장,가락몰 판매동 축산부류 지하2층 008-1호,02-409-1677,축산부류
"1,164",신광상회,가락시장,가락몰 판매동 축산부류 지하2층 009-1호,02-403-5595,축산부류
"1,165",봉산상회,가락시장,가락몰 판매동 축산부류 지하2층 010-1호,02-409-1459,축산부류
"1,166",가락부산물,가락시장,가락몰 판매동 축산부류 지하2층 011-1호,02-406-2104,축산부류
"1,167",(유)두리네,가락시장,가락몰 판매동 축산부류 지하2층 012-1호,02-409-2256,축산부류
"1,168",청광상회,가락시장,가락몰 판매동 축산부류 지하2층 013-1호,02-409-8650,축산부류
"1,169",(유)신이루세축산,가락시장,가락몰 판매동 축산부류 지하2층 014-1호,,축산부류
"1,170",(유)진도축산,가락시장,가락몰 판매동 축산부류 지하2층 015-1호,02-404-2881,축산부류
"1,171",대전축산,가락시장,가락몰 판매동 축산부류 지하2층 016-1호,02-409-1813,축산부류
"1,172",충남상회,가락시장,가락몰 판매동 축산부류 지하2층 017-1호,,축산부류
"1,173",대명상회,가락시장,가락몰 판매동 축산부류 지하2층 018-1호,02-406-6695,축산부류
"1,174",(유)남원축산,가락시장,가락몰 판매동 축산부류 지하2층 019-1호,02-403-1136,축산부류
"1,175",(유)한밭상회,가락시장,가락몰 판매동 축산부류 지하2층 020-1호,02-409-1674,축산부류
"1,176",금상상회,가락시장,가락몰 판매동 축산부류 지하2층 021-1호,02-408-9954,축산부류
"1,177",(유)합진축산,가락시장,가락몰 판매동 축산부류 지하2층 022-1호,02-406-2108,축산부류
"1,178",(유)엠케이푸드,가락시장,가락몰 판매동 축산부류 지하2층 023-1호,,축산부류
"1,179",(유)동해식품,가락시장,가락몰 판매동 축산부류 지하2층 024-1호,,축산부류
"1,180",(유)동해식품,가락시장,가락몰 판매동 축산부류 지하2층 025-1호,,축산부류
"1,181",(주)한주주방아울렛,가락시장,가락몰 판매동 관련상가 2층 001-1호,02-6426-0009,기타
"1,182",(유)천덕물류,가락시장,가락몰 판매동 관련상가 2층 002-1호,02-407-0222,기타
"1,183",(유)삼진유통,가락시장,가락몰 판매동 관련상가 2층 003-1호,02-407-5844,기타
"1,184",세계로포장(유),가락시장,가락몰 판매동 관련상가 2층 004-1호,02-448-6886,기타
"1,185",(유)우승포장,가락시장,가락몰 판매동 관련상가 2층 006-1호,02-409-1011,축산부류
